,tweet,class
9068,b'Although I have English and Germans in my family as well .',noHate
9069,b'Has this situation changed that much ??',noHate
9070,b'The soul that guided the Ukrainian people to fight the Beast with a great courage .',noHate
9071,b'I think asians are hot but they arent the girls I wanna get with.A wolf is pretty but do you wanna pet one ? White girls are only ones to be trusted .',hate
9072,"b'David Allen Snyder , age 26 , died on October 18 , 2009 at his residence in Findlay , Ohio R.I.P. David Allen Snyder Obituary at Coldern Crates Funeral Homes The jury took only about four hours Tuesday afternoon and early evening to convict Cornelius Patterson Junior of the October , 2009 murder of 26-year-old David Snyder in a Jennifer Lane apartment complex where both men lived .'",noHate
9073,"b""And .... I know the rose hair is n't a reptile , but she 's sweet and I could n't leave her out They are another misunderstood family of creatures .""",noHate
9074,"b'Same with wolves and dogs , wolves and coyotes .'",noHate
9075,"b'I am 100 % Irish , All of my ancestors were white irish and there has only been one mix in my extended family and that was a white English person .'",noHate
9076,"b""For God 's sake nobody cares about this childish personal crap .""",noHate
9077,b'So they invented the metric system now ?',noHate
9078,"b""Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?""",hate
9079,"b""We have a couple of events coming up that are pretty close together so I 'll post them both here now . June 24th event July 1st event""",noHate
9080,"b""How can the Jews be the same as God 's people when they are tring to kill them ?""",hate
9081,"b'This should be passed to the left too , who have been victims of ADL tactics including theft of police files , smearing , and illegal spying .'",noHate
9082,b'11',noHate
9083,b'2508',noHate
9084,b'I never attacked you and i am not your son plus i dont care what you done.P M if you have a problem',noHate
9085,b'Just because they are in super max does not mean they will never be out among us again .',noHate
9086,b'When I was in grammar school I would go to the library every few days and get a new Hardy Boys book .',noHate
9087,"b""I 'm a nationalist who belonged to the pre-Griffin BNP .""",noHate
9088,"b""Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !""",noHate
9089,b'No .',noHate
9090,b'I sat there for 5 minutes and then took the dog for a walk .',noHate
9091,b'There is no greater reason to be joyous than that .',noHate
9092,b'Militias are too risky with the Feds .',noHate
9093,"b""Yet every year a snow boarder or skier see the untouched snow and ca n't resist and ends up going over a 1,000 foot cliff to his death .""",noHate
9094,"b""I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash ''""",noHate
9095,b'[ youtube ] JvxnrzB1Jk [ /youtube ] Put a semi auto belt fed on one of these .. Maybe a few in some vantage points ... That would make short work of some thugs ...',noHate
9096,b'... )',noHate
9097,"b""I wish it was n't real , but it is .""",noHate
9098,b'Lots Of Beer And Food !!!',noHate
9099,"b""There are many interesting listings on this web site , including Stormfront 's own Advance Scout forum which teaches the principles of Pioneer Little Europe : http://www.angelfire.com/nv/micronations/usa.html""",noHate
9100,b'-- A man wanted for attempted murder in New York City was killed Friday afternoon in an exchange of gunfire with officers with a fugitive task force who had gone to a Regency Square-area apartment to arrest him .',noHate
9101,"b'Oh wait thats what the whites are doing for them , kind of like a zoo ?'",hate
9102,b'Like was posted above blacks are waking up more whites then prowhites .',noHate
9103,"b""It 's a pretty powerful documentary that blew me away .""",noHate
9104,b'I hear that McDonalds is coming to their aid .',noHate
9105,"b""As requested , here 's a link to the USA Today coverage of the mystery of the stinky suitcase .""",noHate
9106,"b'You have to listen to him and his wife do little stories in between his interviews but they are ok = ) Phony Navy SEAL of the WEEK , Adam Hubbard , Jose R. Gonzalez , D.K. Grant .'",noHate
9107,"b""Don't say it is an abomination .""",noHate
9108,b'We hold youth Bible stuides ( free ) and you do a lot of at home studing .',noHate
9109,"b'According to the ICSC , about 150,000 stores are anticipated to shut down in 2009 , which adds to the 150,000 that closed in 2008 and 135,000 in 2007 .'",noHate
9110,b'I like the French .',noHate
9111,b'I bookmarked their website last night .',noHate
9112,b'Here is a synosis I just found on google : There is much more to this as I hope to show when my package arrives .',noHate
9113,b'I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .',hate
9114,b'The next world cup will be the greatest murder and rape fest since Katrina .',hate
9115,"b""Were you to ever witness the `` fighting unto death '' displayed by game fowl you 'd soon discover that theres nothing chicken about chickens .""",noHate
9116,"b'I am a huge football fan but there is no way in hell I would go to South Africa this year , not even if somebody paid me 10 grand to go .'",noHate
9117,b'I would like to help out on this project .',noHate
9118,b'I think it has something to do with the type of sugar or where the sugar was originally grown .',noHate
9119,"b""Restaurant - Summer Skadarlija `` Ima dana '' Restaurant-Winter Restaurants""",noHate
9120,"b""In concerns of ' chaos ' , within Greek mythology Chaos was held to be the primal space between heaven and earth , being mother to all substances arising from air .""",noHate
9121,b'A beautiful and very proper Czech Christmas song featuring the great Marta Kubisova who was silenced for standing up to communists in 1971 .',noHate
9122,b'Honestly the better idea is private schools for our people ; the average parent is a poor teacher .',noHate
9123,b'Yea their is !',noHate
9124,"b'The jews represent everything vile , deviant and unnatural , everything and anything that is an abomination to our Lord Jesus Christ , I hope he is burning with his father in hell .'",hate
9125,"b'Egyptians are not Arabs , they are Egyptians .'",noHate
9126,b'You went there .',noHate
9127,b'Hails',noHate
9128,"b'Maybe it was because of his repeated personal attacks , in violation of the rules of the forum .'",noHate
9129,"b""The first thing I thought was `` he does lots of meth '' .""",noHate
9130,"b'I have dark red-brown hair , but once I dyed my hair black , and it looked odd .'",noHate
9131,"b'If all of this was true , you would not be beaten in every battle in I , II Balkan war and in WWI by us .'",noHate
9132,b'I honestly hope that we dont directly involve ourselves anymore .',noHate
9133,b'Just shows the absurdity of Obamamania : an athletic white woman attacks one libtard to proclaim the holiness of another libtard who may be worse !',hate
9134,b'I am from vancouver wa am a singer in a up an coming white power band and i am looking to meet some one who has no boyfriend or man at all and is white',noHate
9135,b'Here is one : YouTube - Gru\xc3\x9fwort von Matthias Faust ( DVU ) auf dem NPD-Parteitag 2010',noHate
9136,b'We will become a melting pot like our other sister countries in Europe .',noHate
9137,b'Sorry that you were unaware .',noHate
9138,"b""While My mother has Blond hair brown eye 's and my father Brown hair blue eye 's and i inherited my brown hair blue eye 's from my father .""",noHate
9139,b'So as long as immigrants behave and respect British culture they can stay .',noHate
9140,b'May the gods and goddesses watch over you both !',noHate
9141,"b'Please notice as well there are none of those racist intolerant vile white people hanging about causing trouble , they were forced out long ago !'",noHate
9142,b'Ha ha .. so true .',noHate
9143,b'Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !',hate
9144,b'Just another day. . . .',noHate
9145,b'Mine being the first .',noHate
9146,b'It gets back to the question of how we present ourselves in some acceptable fashion while at the same time not changing who we are .',noHate
9147,b'You see through the BS and are using FB for the cause .',noHate
9148,"b'Many thanks Dr. Duke on behalf of all us internet radio addicts , your DavidDuke.com interviews are always very much appreciated !'",noHate
9149,"b""This film makes my soul ache seeing man 's inhumanity to man in live color .""",noHate
9150,b'I can get a ride to see you some time this summer if that is cool i need to get up with someone in NJ as it is his name is HAL i have talk to him but i want to meet him so when i go to see him I can stop to see you if that is ok',noHate
9151,b'This is not good even though it is the truth .',noHate
9152,"b""I 'm 75 % Italian ( Alpine ) and 25 % Finnish ( Nordic ) .""",noHate
9153,"b""In one of the restrooms , someone has drawn an arrow on the wall , pointing towards the toilet paper , and written `` CLA degrees : take one . ''""",noHate
9154,b'The Mighty Sisto-You live in Laguna Beach ?',noHate
9155,b'When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of blacks .',hate
9156,"b'In ideological training I forbid every attack against Christ as a person , since such attacks or insults that Christ was a Jew are unworthy of us and certainly untrue historically .'",noHate
9157,"b""Educating the Lemmings in reguard to the Isreali agenda , which is fighting a war for the Jew 's benifit not America 's .""",noHate
9158,"b""Well atleast the guy was 64 years old , hopefully he 's too old to bear any half caste children with that Filipina woman .""",hate
9159,b'NOW .',noHate
9160,"b'Exactly, especially since all the photos are White on White or in a few instances Black on Black .'",noHate
9161,b'ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market. and if it ever comes down to dooms day we are gonna need a good smithy',noHate
9162,"b'i agree the defence is legitimate , 100 % . but the taking up of arms against and killing of other whites is the very last thing we need to succeed in our cause .'",noHate
9163,b'W.P.W.W. : attack',noHate
9164,b'well i am sure that the jews have the cure for aids but they wont give it to the fags cause they already served their purpoise',hate
9165,b'Coming to a town near you soon .',noHate
9166,"b'Cossack: There are no Russians with hook nose and dark hair in Russia , except for the jews .'",noHate
9167,b'Other than the Amish no other group of whites have large families .',noHate
9168,b'Why not build little towns all around america instead of running to some little island that they can bomb if they wanted too .',noHate
9169,"b'It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % white kids the outcasts , which made some of them hooligans and crazy .'",hate
9170,"b""They do what they always do take something of someone else 's and make it their own .""",hate
9171,b'Why do you feel a need to talk about this publicly ?',noHate
9172,"b""Well of course not , hell , my glock 40 9mils can hit a penny at a mile if I hold ' em sideways !""",noHate
9173,"b""I 'm just out of college though. i guess i 'll join an mma school in the fall .""",noHate
9174,b'Hups..',noHate
9175,"b""Do n't mess with Texas""",noHate
9176,"b""She 's such a sweet little thing , her temperament has changed so from when I first brought her home just 2 weeks ago .""",noHate
9177,"b'In my opinion , from my experience with the schools in my area , the teachers say it is not their job to break up a fight Im not saying this is right but its going on in many different areas'",noHate
9178,"b""There 's nothing else like hot lead to teach you respect for a firearm .""",noHate
9179,b'I would definitely not recommend becoming a teacher in the us the pay is not the greatest .',noHate
9180,"b'The bodies of Melinda Nicole Brown Allen , 31 , and her 8-year-old son , Ethan James Michael Brown , were found Wednesday night .'",noHate
9181,b'Very funny .......',noHate
9182,"b""Remind them that they 're just another Jew tool and that they are basically spitting on the graves of millions of people that were murdered by real Communists .""",hate
9183,"b'I keep two bowls of candy near my door. between 5 and 7 , it is mostly neighborhood kids ( mostly middle class whites but a few middle class non-whites ) .'",noHate
9184,b'Good.',noHate
9185,b'The cologne was under the seat .',noHate
9186,"b'Works great , simple to use , even the kids can do it .'",noHate
9187,b'The media also promotes race mixing as cool !',noHate
9188,"b""Surely they could n't stop you `` expressing your religious convictions '' , could they ?""",noHate
9189,b'still looking for white people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .',noHate
9190,"b'So how do they pass on their kosher values to their kids , despite sending them to public shools ?'",noHate
9191,b'Those visionary and responsible negroes ...',hate
9192,"b""I would n't take my kids there without some serious hardcore buddies .""",noHate
9193,"b""I told my daughter if I saw one photo like that on her Facebook page , I 'd let her brother hack her account , then photoshop it at will .""",noHate
9194,"b""The saddest figure in the apartment complex where I live ( thank GOD I 'm moving next month !!! ) is a fat , blowzy white woman with two mixed race kids whose husband ran out on the family years ago .""",noHate
9195,b'88 Kelly 2056',noHate
9196,b'I heard that the phenomena of scalping came about during this war .',noHate
9197,"b""I have two photos on my phone and I do n't know how to upload them at the moment .""",noHate
9198,b'Note!',noHate
9199,b'Many years ago I heard from a swedish friend lots of maffia-activity comes from the Russians .',noHate
9200,b'The only thing that they care about is welfare and mooching of all the rest of us .',hate
9201,b'They take underwater basket weaving courses and they have no worthwhile skills on account of angry still my favorite comment .',noHate
9202,b'I was just about to post a similar thread .',noHate
9203,"b""Dare to speak out in a country with supposed free speech and you 're labelled a bigot !""",noHate
9204,b'What a fantastic idea !',noHate
9205,b'Please click on the banner below to join Stormfront today .',noHate
9206,b'I still have one or two hunting knives from when I used to fish and shoot in case of self defence at home .',noHate
9207,"b'Thorongil You get one twin , I get other .'",noHate
9208,b'There are some white pride chats on yahoo go to governments and politics then click user rooms there are usually 1-4 white pride chats there',noHate
9209,b'Really?',noHate
9210,"b""If you love your Race and want to see it thrive well into the future , You 're a Racist .""",noHate
9211,b'Graduate school seems like a good place to meet and marry a man who is as intelligent as she obviously is .',noHate
9212,b'Just to make it clear to someone who does not bother to read the attached links .',noHate
9213,b'Guess what I got for new years .',noHate
9214,b'I am looking for Brothers and Sisters to hang out with .',noHate
9215,"b""A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit against the company alleging that he was fired after refusing requests from Chief Executive jew Dov Charney to inflate figures on the company 's balance sheet .""",noHate
9216,b'I have seen a picture of a non-White Soviet Soldier in Berlin after the fall .',noHate
9217,b'This thread is actually going against culture and customs but I think that it best fits into this category .',noHate
9218,"b""They carry those `` n * * * * r brushes '' and sag their pants .""",noHate
9219,"b""Wait until the blacks hear about `` Black Douglas '' , or `` The Black Watch '' or `` Black Thursday '' ...""",noHate
9220,b'i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy',hate
9221,b'Can any Swedish comrades tell me about them ?',noHate
9222,b'It irritates the hell out of me .',noHate
9223,"b'You shall know of where to go from there , gille. or . . .'",noHate
9224,b'That and a 100 mile wide free fire zone ought to do the trick .',noHate
9225,b'I saw his latest movie and was actually surprised that there were no blacks in it .',noHate
9226,b'I heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol Now im sure he is ok atleast I hope so I look forward to his reading his wisdom as often as he posts it .',noHate
9227,b'I had an Ohhhh lightbulb moment .',noHate
9228,"b""The Hubble images were combined with images from the Keck telescopes taken on Aug. 20 , 21 , 30 , and 31 to measure the satellite 's orbit and calculate a mass for Eris , which is the largest dwarf planet in the solar system .""",noHate
9229,b'It is good to hear your story .',noHate
9230,b'I am looking for like-minded brothers and sisters in the Central New York state area who are looking to come together and form a racially aware society .',noHate
9231,b'Wow!',noHate
9232,b'Ak47 with folding stock 4 .',noHate
9233,"b'Microsoft , Amazon , Intel , Hewlett Packard all prefer Hindus and Chinese to Americans .'",noHate
9234,b'Their singing was too cute .',noHate
9235,b'Do they discharge soldiers from the military if they get STDs or letting them stay and allowing them to put their comrades at risk ?',noHate
9236,b'http://www.news4jax.com/news/25976955/detail.html',noHate
9237,b'im with you here I see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people',noHate
9238,"b'People have the same racial origin , regardless of religion'",noHate
9239,"b""She probably gets the food for her food kiosk from the garbage site , and she does n't want to carry it far .""",noHate
9240,b'Duke has mentioned this book several times .',noHate
9241,b'They are a good example of people who are brainwashed .',noHate
9242,b'As long as my heart is true to the cause .',noHate
9243,b'I detest chap stick .',noHate
9244,"b'Behind every avatar is an actual person , and we can even meet .'",noHate
9245,b'Tell the school he called you white boy intentionally to piss you off so you threw one back at him .',noHate
9246,b'The students should be able to express themselves .',noHate
9247,b'Exactly.',noHate
9248,b'The Russian Navy Tall Ship was on display in San Francisco a few years ago .',noHate
9249,b'In central London you will really struggle to see a white British person .',noHate
9250,b'Indeed.',noHate
9251,b'Will bust ribs and penetrate heart .',noHate
9252,"b""You 're telling me that there 's something we Swedes have done right ?""",noHate
9253,"b'Racism is as old as time itself , and no one ever admired a groid for anything other than cheap dumb labour .'",hate
9254,"b""I would n't say I 'm looking at things too literally .""",noHate
9255,b'looking for proud white female in ohio for friends and maybe more .',noHate
9256,b'We must stand for something together for alone we stand for nothing .',noHate
9257,b'And I like the idea .',noHate
9258,"b""Good tune though , but ' tis used to praise a terrible tyrannic Empire .""",noHate
9259,"b'Hundreds of people , but no blacks !'",noHate
9260,b'Eric Denson of Springfield pleads innocent to stabbing of Cathedral High School senior Conor Reynolds | Massachusetts Local News - MassLive.com',noHate
9261,b'Dash cam truck passes Fedex wiggle wagon at 2 : 40-3 : 00 area .',noHate
9262,b'2 .',noHate
9263,b'I say let him in and let him rant his mouth with all the Mudslums !',hate
9264,b'I just asked on another related board if anyone had seen the at home alarm system commercial where the White guy breaks into a house and a Negro takes the alarm call and calls the cops ?',noHate
9265,"b""I 'm looking to make new friends in the west / middle tn area .""",noHate
9266,b'Though starvation is a horrible way to die .',noHate
9267,"b""In another year I 'll have my B/S in civil engineering .""",noHate
9268,b'They have been rejected by their own government so fighting for them is not happening .',noHate
9269,b'Hilarious !!!',noHate
9270,b'To change so much in such a brief time ...',noHate
9271,b'http://www.peroutka2004.com/schedule ... w & event _ id = 259',noHate
9272,"b'We are a civil rights movement for the 21st century , we are on the righteous path of freedom and no one will stop us from bringing true equality and diversity of thought to the educational field .'",noHate
9273,b'Cheers brothers Russia & Serbia 4ever !!',noHate
9274,"b'Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school .'",hate
9275,b'This is a thread I created a while ago .',noHate
9276,b'Here are a couple of security cam pics from the armed robbery that took place yesterday but was quickly ended by police .',noHate
9277,"b'I ride that trail several times a week , so it hit home with me .'",noHate
9278,b'Yea I hate it when geysers of blood come shooting up from graves .',noHate
9279,b'Rouse - The Redpilled Blues - YouTube Rouse - Not Our Own - YouTube Pale White Skin - Hey There Europa - YouTube Sir Antiblack - A Race War - YouTube Amazon ( ( ( Echoes ) ) ) - YouTube',noHate
9280,b'The are quite frankly nothing now .',noHate
9281,"b'Never know , they could find you or me or anyone else undesirable in their eyes .'",noHate
9282,b'Its about time we started fighting back against the constant harassment we receive .',noHate
9283,"b'YouTube - Brussels on 9/11 : For a free Europe , against Islamization'",hate
9284,"b""www.wheaton.edu Another 15 Execellent Schools : Baylor University 's College of Arts and Sciences , Waco , Texas Birmingham-Southern College , Birmingham , Ala. Bridgewater College , Bridgewater , Va. Columbia University , New York , N.Y. College of William and Mary , Williamsburg , Va. Davidson College , Davidson , N.C. Furman University , Greenville , S.C. Millsaps College , Jackson , Miss. Pepperdine University , Malibu , Calif. Rhodes College , Memphis , Tenn. St. Olaf 's College , Northfield , Minn. Samford University , Birmingham , Ala. Shimer College , Waukegan , Ill. Thomas More College of the Liberal Arts , Merrimack , N.H. Wake Forest University , Winston-Salem , N.C.""",noHate
9285,b'Period .',noHate
9286,b'Well It would me more uplifting if people threw themselves headfirst behind racial loyalty and make the individual sacrifice for the group but that is up to the individual to make that decision .',noHate
9287,"b""32-year-old Jason `` Jay '' Tate was found with Kelsey Sue Stahl 's car .""",noHate
9288,"b""These in Russia i saw was pure black as black as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a girl dating a black .""",noHate
9289,b'I didnt know that bar was owned by a negro i will make sure i will never set foot in their again i was in their once !!!',hate
9290,"b'You will have to get some space in your apartment. clear out a 6x6 foot space of floor and do floor exercises , stretch , do deep breathing , get a couple of dumbbells .'",noHate
9291,b'UGH ....',noHate
9292,"b'If it helps you feel better , I got accepted into the following schools : - UCLA - UCI - UCSB - USD - Pepperdine - Oregon State - USC F * ck Ivy League .'",noHate
9293,"b'Since my relatives used to be arranged for a trip when the Feds has a new plan , that means there will be a new framed case in February and it always comes with big events as distraction - false flag terror attack , war , natural disaster or all of them .'",noHate
9294,"b""I do n't think so .""",noHate
9295,b'I like both of these genres and will have to put Lovecraft on my list of authors/books to read .',noHate
9296,"b'I see all of your goals being accomplished , especially finding a girl to settle down with .'",noHate
9297,b'Groids are scared to death of a big aggressive dog .',noHate
9298,b'I thought it was like a tranny that slept with 200 men !',noHate
9299,b'It is always nice to meet another person with roots in Kansas .',noHate
9300,"b""The Reptile Zoo I know is not actually a Zoo , but they take care of the animals who are dropped by people who does n't like their animals anymore .""",noHate
9301,"b'Report from the UK : Report of child abuse by Masons at the Witherwack Estate , Sunderland .'",noHate
9302,"b'I was shooting mine today , and the sights are a little fuzzy .'",noHate
9303,b'Its only 1 extra kid than we normally have and if we all do it and tell are white neighbors to do it I know it would make a difference .',noHate
9304,b'#WethePeople #RealAmericans',noHate
9305,b'14words mikkke14',noHate
9306,b'I can sincerely tell you that I am certain he was a beautiful man and I love names of honour and those which hold origo within our folklore . ... for him .',noHate
9307,b'[quote=Holston;7597407] God is the one that claims to be merciful and not like nature .',noHate
9308,b'The murder remains unpunished .',noHate
9309,b'The way Jews work together with such cunning would be admirable if their works where not to such disgusting evil ends .',hate
9310,"b'Well that \'s your misery I hope this will help : 1 m = 100 cm 1000 mm 1 "" = 25,40 mm = 2,54 cm = 0,0254 m 1 \' = 304,48 mm = 30,48 cm = 0,3048 m 1 \' = 12 `` Then ... start calculating'",noHate
9311,b'If any brothers want to meet up send me a message and we can start talking and and hang out sometime .',noHate
9312,"b""I guess these blind idiots overlooked the NFL and NBA , If they do n't like it why do n't they just leave , No one will miss them .""",noHate
9313,b'I think there is more threat from Russians than from Jews .',hate
9314,b'True.',noHate
9315,b'There is no hierarchy where we feel differently about non White group X than we do group Y. Non White is non White .',noHate
9316,b'I know something that will really turn them on and that they will absolutely love and is very useful for shutting them up :',noHate
9317,"b""i think everybody knew check out his thread ' skinheads ' https : //www.stormfront.org/forum/show ... rish + skinheads knowbody trusted him from day one yet he still went ahead with a story that is old news more fools the star for even printing it. i dont notice any posts from joeblogs defending him self""",noHate
9318,"b'I also have been talking to a person from Denmark , and I learned about gingerbread , dancing around the tree , and the various customs of Jul ( Dinner , place presents under the tree , desert , dance around tree , open presents ) .'",noHate
9319,"b""i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !""",hate
9320,b'Never ever do our groceries look like this .',noHate
9321,b'THANKS !',noHate
9322,b'The kind of savagery against females that has become expected from negroids in todays society ...',hate
9323,b'Any ideas ?',noHate
9324,b'Non Whites happened .',noHate
9325,b'Hey negro geniuses !',noHate
9326,b'I have always thought Ireland to be the last all white country left .',noHate
9327,b'In reality they have no money and it is all a charade .',hate
9328,b'Yes I lick my lips and they are in terrible shape .',noHate
9329,b'Robbie is funny and I have no problems with him .',noHate
9330,"b""There are quite a few books on Alexander - no need to torture the brain cells trying to decipher someone 's really bad writing .""",noHate
9331,b'She would let the kids come over and play with her dog or watch cartoons and she gave them them her old toys .',noHate
9332,"b'Chicago Teachers Union president explains how to inject politics into math - YouTube Chicago Teachers Union president Karen Lewis explains how to politicize school math for organizing - EAGnews.org powered by Education Action Group Foundation , Inc.'",noHate
9333,b'I used to live near a school that was 100 % Black with Black children living in all Black homes in a nearly all Black neighbourhood .',noHate
9334,"b""Dear genius : Find a statistics text and look up `` normal distribution . ''""",noHate
9335,b'Coming out of the worst drought the country ever seen we must all thank God for the rain He send .',noHate
9336,"b'Not sure if this is the correct place i should post it , but a good video that just uploaded on youtube about these hypocrites .'",hate
9337,b'We barely have rail .',noHate
9338,"b'want someone who will be a friend and a girlfriend and that will like me for me and not walk all over me . i like the outdoors , camping , hiking , movies. my fav. color is white and like country music and i also like tattoos .'",noHate
9339,"b'When there , have many children .'",noHate
9340,"b""Company recalls Chinese ginger candy because it 's also flavored with lead | candy , ginger , company - Top Stories - Asians put lead in ginger flavored candy .""",noHate
9341,b'The greatest result of this is that their narrative will become so estranged from the truth it will HELP wake people up .',noHate
9342,"b""In doing so I came across these `` twisted '' new buildings located there :""",noHate
9343,"b""We should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as `` diversity ? ''""",hate
9344,"b'Hi there people how are you , i came on here a few years ago and for some reason didnt back on lol. so anyway i hope your all well ,'",noHate
9345,b'Typical Negro .',hate
9346,b'Hoodies $ 60 Sweetshirts $ 50 Womens Ts $ 30 Mens Ts $ 25',noHate
9347,b'Study hard and it will pay off !',noHate
9348,"b'This used to be a nice white city , lots of German immigrants etc .'",noHate
9349,"b""The red scum will never wake up , ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..""",hate
9350,b'Does anyone have a link to download of this book in English ?',noHate
9351,b'Hell to have a teacher like this .',hate
9352,"b""I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....""",hate
9353,b'I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .',noHate
9354,b'I was beginning to think i was alone out here .',noHate
9355,b'I would say that you should spread this information to your friends and family as well as send this story to other internet sites for starters .',noHate
9356,"b'To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .'",hate
9357,"b""I wonder why this has been introduced I would n't trust anything that is being taught in our schools - nothing in our schools is for the betterment of our white children and anything that has been newly introduced ( especially in the times we are living in now ) I would be highly sceptical .""",noHate
9358,b'Are you talking about acting civilized or actual racial mixing ?',noHate
9359,b'Wow .',noHate
9360,"b""That or they where just lazy and did n't want to digg two graves for a fallen soldier .""",noHate
9361,b'Aww this boy must come from a deprived community .... not : http://homes.point2.com/US/Pennsylvania/Monroe-County/Stroud-Township-Real-Estate.aspx .',noHate
9362,"b""By the way , if the person you 're speaking to is claiming that blacks are held back it 's their duty to prove their claim , not your duty to disprove it .""",noHate
9363,"b""I feel sorry for the little sister , but maybe she was saved from becoming a wigger herself if you look at the older sister 's example .""",noHate
9364,"b'oddly i would find it worst if she here black , since Negroes are the most inferior and scum bag humanoid race in our planet .'",hate
9365,"b""So if a child asks his parents what are they celebrating the parents will answer `` we are celebrating secularism '' ?""",noHate
9366,"b""I 'm 20 and in Vancouver .""",noHate
9367,b'The lengths the fed. gov. will go to in order to put a notch on the preverbial ( sp ? ) belt ....',noHate
9368,b'I enjoy when a Brit comes in and tells Bulgarians everything they need to know about themselves .',noHate
9369,b'Watch out from Turkey they have a little score to settle with you guys .',noHate
9370,b'Here it is uncensored : White boy gets beat up by 2 blacks while the other blacks cheer .',noHate
9371,"b'No, there is no logic for closing the section .'",noHate
9372,b'Strange that you cant visit it anymore .',noHate
9373,"b""Y' all have a nice day .""",noHate
9374,"b'One of the greatest of all time , and one of my personal favorites. portrait by French artist Eugene Delacroix .'",noHate
9375,b'South Africa has returned to the Stone Age in 20 years .',hate
9376,"b""If I feel threatened especially by these fools you can bet I 'll be just as quick to kill as they are .""",hate
9377,b'Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with subhuman Negroids who are by contrast very murderous .',hate
9378,"b""I would bet the campus cops were ordered to withhold it by some `` higher authority '' like the Department of Homeland Security .""",noHate
9379,"b""[quote=BoyHowdy;8475764] QUOTE ] Killed were Joshua Pennington , 27 , of East Earl Township ; Linda Lapp and her husband , Samuel , both 48 and residents of New Holland ; and Amy Wilhelm , 50 , and her husband Dennis `` Butch '' Wilhelm , 43 , of Manheim Township .""",noHate
9380,"b'Hey, she passed away a few weeks ago now ; Did you not read it in the papers or see it in the news ?'",noHate
9381,"b'According to a lawyer , it is not a good idea to file online .'",noHate
9382,b'Below is a message that was publicly displayed many months ago on the website of the President of the United States .',noHate
9383,b'In the meantime consider this ....',noHate
9384,b'It is a noble idea but I would rather stay here in mostly white Missouri then move to 35 % black South Carolina .',noHate
9385,b'I too took a year aor so off from s/f several years ago .',noHate
9386,"b""It makes me laugh every time the liberals complain about mugabe 's failed state , as their the very people who helped create it .""",noHate
9387,b'Looked like she was going to start slapping the White guy .',noHate
9388,"b'LOL, ye she is gorgeous and a great talent as well .'",noHate
9389,b'Look forward to seeing you all again',noHate
9390,b'Yep That Is a great Movie But My favorite Is \xd0\xa3\xd1\x82\xd0\xbe\xd0\xbc\xd0\xbb\xd0\xb5\xd0\xbd\xd0\xbd\xd1\x8b\xd0\xb5 \xd1\x81\xd0\xbe\xd0\xbb\xd0\xbd\xd1\x86\xd0\xb5\xd0\xbc I was actualy wacing it yesturday A verry verry Powerful Film 2508',noHate
9391,b'We will never forget their heroism .',noHate
9392,"b'If anyone did or is going too Join a group like the order , In my opinion .... Silence is golden , and keep your mouth shut and your eyes wide open. : hide'",noHate
9393,"b'If I go to the east ill definitely go to budapest , feel free to pm me if you want to meet up .'",noHate
9394,"b""Probably be a good idea to call your kid 's teachers and find out what they are learning about so you dont cause your kids to fall behind in their classwork though , and it will send a message to the school that you dont intend to not educate your kids which might get them off your back a bit .""",noHate
9395,b'LOL GJ brother 10 points for the Uber humans and - 10 for the sub human ape creatures you are truly one bad mofo whitey crakker man',hate
9396,b'88 im looking for a white power female for talk and to hang out if you would like to hang out or talk pm me i live in austin texas.looking for a wp girl any where near austin .88',noHate
